四月	しがつ	0	しがつ	https://kotobank.jp/word/%E5%9B%9B%E6%9C%88-517316
七月	しちがつ	0	しちがつ	https://kotobank.jp/word/%E4%B8%83%E6%9C%88-520749
九月	くがつ	0	くがつ	https://kotobank.jp/word/%E4%B9%9D%E6%9C%88-482778
八百屋	やおや	0	やおや	https://kotobank.jp/word/%E5%85%AB%E7%99%BE%E5%B1%8B-647569
大人	おとな	1	おとな,だいにん,たいじん,うし	https://kotobank.jp/word/%E5%A4%A7%E4%BA%BA-439500
今日	こんにち	1	こんにち,きょう,こんち,こんじつ	https://kotobank.jp/word/%E4%BB%8A%E6%97%A5-477559
明日	あした	1	あした,あす,みょうにち	https://kotobank.jp/word/%E6%98%8E%E6%97%A5-424515
昨日	きのう	1	きのう,きそ,さくじつ	https://kotobank.jp/word/%E6%98%A8%E6%97%A5-474115
今朝	けさ	1	けさ,こんちょう	https://kotobank.jp/word/%E4%BB%8A%E6%9C%9D-489849
今年	ことし	1	ことし,こんねん	https://kotobank.jp/word/%E4%BB%8A%E5%B9%B4-503069
一昨日	おとつい	1	おとつい,おととい,いっさくじつ	https://kotobank.jp/word/%E4%B8%80%E6%98%A8%E6%97%A5-434136
明後日	あさって	1	あさって,みょうごにち,あさて	https://kotobank.jp/word/%E6%98%8E%E5%BE%8C%E6%97%A5-424128
上手	じょうず	1	じょうず,うわて,かみて	https://kotobank.jp/word/%E4%B8%8A%E6%89%8B-162205
下手	へた	1	へた,しもて,したて	https://kotobank.jp/word/%E4%B8%8B%E6%89%8B-163485
七夕	たなばた	1	たなばた,しちせき	https://kotobank.jp/word/%E4%B8%83%E5%A4%95-93881
梅雨	ばいう	1	ばいう,つゆ	https://kotobank.jp/word/%E6%A2%85%E9%9B%A8-112670
果物	くだもの	1	くだもの,かぶつ	https://kotobank.jp/word/%E6%9E%9C%E7%89%A9-55456
眼鏡	めがね	1	めがね,がんきょう	https://kotobank.jp/word/%E7%9C%BC%E9%8F%A1-469497
素人	しろうと	1	しろうと,しらびと,しろと	https://kotobank.jp/word/%E7%B4%A0%E4%BA%BA-535584
玄人	くろうと	1	くろうと,くろと	https://kotobank.jp/word/%E7%8E%84%E4%BA%BA-486938
迷子	まいご	0	まいご	https://kotobank.jp/word/%E8%BF%B7%E5%AD%90-632937
部屋	へや	0	へや	https://kotobank.jp/word/%E9%83%A8%E5%B1%8B-130146
真面目	まじめ	1	まじめ,しんめんもく,しんめんぼく	https://kotobank.jp/word/%E7%9C%9F%E9%9D%A2%E7%9B%AE-539116
風邪	ふうじゃ	0	ふうじゃ	https://kotobank.jp/word/%E9%A2%A8%E9%82%AA-44719
心地	ここち	1	ここち,しんじ,しんち	https://kotobank.jp/word/%E5%BF%83%E5%9C%B0-81823
息子	むすこ	0	むすこ	https://kotobank.jp/word/%E6%81%AF%E5%AD%90-140523
行方	ゆくえ	1	ゆくえ,なめがた	https://kotobank.jp/word/%E8%A1%8C%E6%96%B9-589876
博士	はかせ	1	はかせ,はくし	https://kotobank.jp/word/%E5%8D%9A%E5%A3%AB-113477
紅葉	もみじ	1	もみじ,こうよう,もみじば	https://kotobank.jp/word/%E7%B4%85%E8%91%89-63295
景色	けしき	1	けしき,けいしょく	https://kotobank.jp/word/%E6%99%AF%E8%89%B2-488813
相撲	すもう	1	すもう,すまい	https://kotobank.jp/word/%E7%9B%B8%E6%92%B2-85069
土産	みやげ	1	みやげ,どさん	https://kotobank.jp/word/%E5%9C%9F%E7%94%A3-583333
清水	しみず	1	しみず,きよみず,せいすい	https://kotobank.jp/word/%E6%B8%85%E6%B0%B4-21808
大和	やまと	0	やまと	https://kotobank.jp/word/%E5%A4%A7%E5%92%8C-92316
仲人	なこうど	1	なこうど,ちゅうにん,なかびと,なかうど	https://kotobank.jp/word/%E4%BB%B2%E4%BA%BA-346617
若人	わこうど	1	わこうど,わかびと,わかうど	https://kotobank.jp/word/%E8%8B%A5%E4%BA%BA-664505
乳母	めのと	1	めのと,ちおも,まま,うば,おんば,にゅうぼ	https://kotobank.jp/word/%E4%B9%B3%E6%AF%8D-35035
叔父	しゅくふ	0	しゅくふ	https://kotobank.jp/word/%E5%8F%94%E7%88%B6-528298
叔母	しゅくぼ	0	しゅくぼ	https://kotobank.jp/word/%E5%8F%94%E6%AF%8D-528307
伯父	おじ	1	おじ,はくふ	https://kotobank.jp/word/%E4%BC%AF%E7%88%B6-452241
伯母	おば	1	おば,はくぼ	https://kotobank.jp/word/%E4%BC%AF%E6%AF%8D-453869
今月	こんげつ	0	こんげつ	https://kotobank.jp/word/%E4%BB%8A%E6%9C%88-505937
来月	らいげつ	0	らいげつ	https://kotobank.jp/word/%E6%9D%A5%E6%9C%88-655487
